Event,Date,White,Black,Result,Opening,ECO,WhiteElo,BlackElo,TimeControl,Termination,EndgameStartMove,PawnCount,RookCount,QueenCount,Winner,WhiteElo_normalized,BlackElo_normalized,WhiteElo_scaled,BlackElo_scaled,Result_encoded,BaseTime,TimeControlValidation,UniqueID
Blitz,2024.08.01,estamosmelos,zayobayo,1-0,"Winawer Variation, Fingerslip Variation",C15,2381,2346,180+2,Normal,103.0,2.0,1.0,0.0,White,0.7182741116751269,0.7055837563451777,1.8361040991148736,1.7451221600777564,1.0,180.0,Correct,109
Blitz,2024.08.01,tigersiddik,Cleberr,1/2-1/2,Advance Variation,C02,1783,1748,300+0,Normal,119.0,3.0,0.0,0.0,Draw,0.5014503263234228,0.4887599709934735,0.3095103478234872,0.2196555137336804,0.5,300.0,Correct,110
Blitz,2024.08.01,H0michus,ErikStoupignan,1-0,Slav Gambit,D21,1474,1494,300+0,Time forfeit,73.0,2.0,2.0,0.0,White,0.3894126178390138,0.3966642494561276,-0.4793148514223964,-0.4282851688271813,1.0,300.0,Correct,111
Blitz,2024.08.01,Emad_samy19,jiyannx,0-1,Valencian Variation,B01,1356,1750,180+0,Time forfeit,94.0,4.0,0.0,0.0,Black,0.3466279912980421,0.4894851341551849,-0.7805490699046432,0.2247574088719549,0.0,180.0,Correct,112
Blitz,2024.08.01,balangkesimbar,masoud2807,1/2-1/2,"Scandinavian Variation, Advance Variation",B00,1878,1812,180+0,Time forfeit,131.0,4.0,0.0,0.0,Draw,0.5358955765047135,0.5119651921682379,0.5520294220252961,0.3829161581584644,0.5,180.0,Correct,113
Rapid,2024.08.01,mekel13,ILL_EST,0-1,Pirc Defense,B07,1781,1765,600+5,Normal,72.0,3.0,1.0,0.0,Black,0.5007251631617113,0.4949238578680203,0.3044046831034492,0.2630216224090136,0.0,600.0,Correct,114
Rapid,2024.08.01,moky201205,malek233,1/2-1/2,Busch-Gass Gambit,C40,933,938,600+5,Normal,103.0,2.0,0.0,2.0,Draw,0.1932559825960841,0.1950688905003626,-1.8603971581926977,-1.8466120172674927,0.5,600.0,Correct,115
Blitz,2024.08.01,rogger16,gilvan,1-0,Classical Variation,B56,1573,1581,180+0,Normal,110.0,4.0,0.0,0.0,White,0.4253081943437273,0.4282088469905728,-0.2265844477805113,-0.2063527303122404,1.0,180.0,Correct,116
Blitz,2024.08.01,chickenrug,ValentinoCandiotti7,1/2-1/2,King's Indian Defense,E61,1662,1655,300+0,Normal,106.0,3.0,0.0,0.0,Draw,0.4575779550398839,0.4550398839738941,0.0006176322611832,-0.0175826101960839,0.5,300.0,Correct,117
Blitz,2024.08.01,Dragon27Xadrez,lloveyouandme,1-0,Colle System,D04,1549,1550,300+0,Normal,99.0,2.0,1.0,1.0,White,0.4166062364031907,0.4169688179840464,-0.2878524244209683,-0.2854321049554952,1.0,300.0,Correct,118
Blitz,2024.08.01,Lilik_Hermawan,M4061,0-1,Hungarian Opening,A00,1227,1220,300+0,Time forfeit,98.0,3.0,0.0,0.0,Black,0.2998549673676577,0.2973168963016679,-1.1098644443470995,-1.127244802770788,0.0,300.0,Correct,119
Blitz,2024.08.01,Albermasa,sebasvairo,1-0,Normal Defense,D35,2037,1621,300+3,Normal,128.0,2.0,1.0,0.0,White,0.5935460478607687,0.4427121102248006,0.9579297672683236,-0.1043148275467504,1.0,300.0,Correct,120
Blitz,2024.08.01,ElArriero109,msms_10,0-1,Tartakower Variation,B15,2253,2260,180+0,Time forfeit,116.0,2.0,2.0,0.0,Black,0.6718636693255983,0.6744017403915881,1.5093415570324364,1.5257406691319528,0.0,180.0,Correct,121
Blitz,2024.08.01,jrsantos13,PonyBoy67,1-0,Caro-Kann Defensive System,A11,2142,2089,180+0,Normal,134.0,2.0,1.0,1.0,White,0.6316171138506164,0.6124002900652646,1.225977165070323,1.089528634809483,1.0,180.0,Correct,122
Rapid,2024.08.01,majde1234,Zalme,0-1,Philidor Defense,C41,1576,1561,600+0,Time forfeit,82.0,3.0,1.0,0.0,Black,0.4263959390862943,0.420957215373459,-0.2189259507004542,-0.2573716816949855,0.0,600.0,Correct,123
Bullet,2024.08.01,MiroCem,SuperFork,0-1,Sicilian Defense,B20,2102,2075,60+0,Normal,82.0,3.0,1.0,0.0,Black,0.6171138506163887,0.607324147933285,1.1238638706695614,1.0538153688415617,0.0,60.0,Correct,124
Blitz,2024.08.01,Joo0000,mike_7000,0-1,Closed,B23,1716,1765,180+2,Time forfeit,127.0,1.0,2.0,0.0,Black,0.4771573604060913,0.4949238578680203,0.1384705797022115,0.2630216224090136,0.0,180.0,Correct,125
Blitz,2024.08.01,ahmedotaleb5,wampos12,1-0,Grand Prix Attack,B23,2136,2109,180+0,Time forfeit,102.0,3.0,1.0,0.0,White,0.6294416243654822,0.6196519216823785,1.2106601709102087,1.140547586192228,1.0,180.0,Correct,126
Blitz,2024.08.01,hugo64,petisolancero,1/2-1/2,Old Benoni,A44,1963,1959,300+0,Normal,102.0,2.0,2.0,0.0,Draw,0.5667150108774475,0.5652646845540247,0.7690201726269147,0.7579054508216403,0.5,300.0,Correct,127
Blitz,2024.08.01,rus_bog,anatolyp,1-0,Standard Defense,B06,2011,2014,180+2,Normal,140.0,3.0,0.0,0.0,White,0.5841189267585206,0.5852066715010877,0.8915561259078286,0.8982075671241891,1.0,180.0,Correct,128
Blitz,2024.08.01,emran_sawas,rmwise1,1/2-1/2,Caro-Kann Defensive System,A11,1473,1467,180+2,Normal,92.0,4.0,0.0,0.0,Draw,0.389050036258158,0.3868745467730239,-0.4818676837824154,-0.4971607531938871,0.5,180.0,Correct,129
Bullet,2024.08.01,MGD2001,addiction666,0-1,Smith-Morra Gambit,B21,1292,1331,120+1,Normal,110.0,1.0,1.0,1.0,Black,0.3234227701232778,0.3375634517766498,-0.943930340945862,-0.8440896225965532,0.0,120.0,Correct,130
Bullet,2024.08.01,ecar,Kauf667,1/2-1/2,Two Knights Variation,C00,1339,1354,120+1,Time forfeit,99.0,3.0,1.0,0.0,Draw,0.3404641044234953,0.3459028281363306,-0.823947220024967,-0.7854178285063964,0.5,120.0,Correct,131
Bullet,2024.08.01,meetchel,Beginner2908,0-1,Italian Game,C50,1556,1589,120+1,Normal,98.0,2.0,0.0,0.0,Black,0.4191443074691805,0.4311094996374184,-0.269982597900835,-0.1859451497591424,0.0,120.0,Correct,132
Bullet,2024.08.01,chupawhisky,Rex89,1-0,Orthodox Defense,D60,1580,1602,120+1,Normal,116.0,3.0,0.0,1.0,White,0.4278462654097171,0.4358230601885424,-0.208714621260378,-0.1527828313603582,1.0,120.0,Correct,133
Rapid,2024.08.01,Rayovelozmente,Padawan2015,1-0,"Giuoco Pianissimo, Normal",C50,857,890,600+2,Normal,87.0,3.0,0.0,1.0,White,0.1656997824510515,0.1776649746192893,-2.0544124175541447,-1.9690575005860809,1.0,600.0,Correct,134
Blitz,2024.08.01,RoniAlvino,verdugo76,1-0,Anglo-Indian Defense,A15,1788,1807,180+0,Normal,107.0,3.0,1.0,0.0,White,0.5032632342277013,0.5101522842639594,0.3222745096235824,0.3701614203127782,1.0,180.0,Correct,135
Blitz,2024.08.01,punja,altug83,1/2-1/2,Modern Defense,B06,1325,1344,300+3,Normal,119.0,2.0,0.0,2.0,Draw,0.3353879622915156,0.3422770123277737,-0.8596868730652335,-0.8109273041977689,0.5,300.0,Correct,136
Bullet,2024.08.01,CodeSlicer,gsindlbardo,0-1,King's Indian Attack,C00,1972,1987,60+0,Normal,112.0,3.0,0.0,1.0,Black,0.5699782451051486,0.5754169688179841,0.791995663867086,0.8293319827574833,0.0,60.0,Correct,137
Bullet,2024.08.01,bigsauce84,umahbub,1-0,Englund Gambit Complex Declined,A40,1583,1538,120+1,Normal,109.0,2.0,1.0,1.0,White,0.4289340101522843,0.4126178390137781,-0.2010561241803209,-0.3160434757851422,1.0,120.0,Correct,138
Blitz,2024.08.01,Jotabeberao,piso20,0-1,Bishop's Opening,C23,1701,1708,180+0,Normal,98.0,2.0,0.0,1.0,Black,0.471718636693256,0.4742567077592458,0.1001780943019259,0.1176176109681903,0.0,180.0,Correct,139
Blitz,2024.08.01,wtgt,GranitGashi,0-1,Smith Gambit,B00,1637,1689,180+0,Normal,109.0,2.0,1.0,0.0,Black,0.4485134155184916,0.4673676577229877,-0.0632031767392927,0.0691496071545826,0.0,180.0,Correct,140
Blitz,2024.08.01,bkargacii,michaeldevia,0-1,Normal Variation,C00,1671,1690,300+0,Normal,152.0,2.0,0.0,1.0,Black,0.4608411892675852,0.4677302393038434,0.0235931235013546,0.0717005547237198,0.0,300.0,Correct,141
Blitz,2024.08.01,aoql,Avov-59,1-0,Steinitz Defense,C62,1713,1796,180+2,Normal,123.0,2.0,1.0,1.0,White,0.4760696156635242,0.5061638868745467,0.1308120826221543,0.3421009970522684,1.0,180.0,Correct,142
Blitz,2024.08.01,ims5,hazbik,1-0,Max Lange Defense,C25,2164,2146,300+0,Normal,112.0,3.0,1.0,0.0,White,0.6395939086294417,0.6330674401740392,1.282139476990742,1.2349326462503063,1.0,300.0,Correct,143
Bullet,2024.08.01,Mask12,Aigles,1-0,"Fianchetto Variation, Classical Variation",E68,1708,1662,60+0,Normal,91.0,2.0,1.0,1.0,White,0.4742567077592458,0.4575779550398839,0.1180479208220591,0.0002740227878768,1.0,60.0,Correct,144
Bullet,2024.08.01,Edupiura,Agasshekel,1/2-1/2,Colle System,D05,2363,2351,60+0,Normal,80.0,3.0,0.0,0.0,Draw,0.7117476432197244,0.7073966642494561,1.790153116634531,1.7578768979234427,0.5,60.0,Correct,145
Rapid,2024.08.01,igvas04,Jeremy__Corbyn,1-0,"Colle System, Anti-Colle",D04,1798,1896,600+0,Normal,135.0,3.0,0.0,0.0,White,0.5068890500362582,0.542422044960116,0.3478028332237728,0.5971957539659936,1.0,600.0,Correct,146
Rapid,2024.08.01,Omarhn,varoufakis17_2020,0-1,Anti-Fried Liver Defense,C50,1715,1678,600+0,Normal,97.0,4.0,0.0,0.0,Black,0.4767947788252357,0.463379260333575,0.1359177473421924,0.0410891838940728,0.0,600.0,Correct,147
Blitz,2024.08.01,Canuck_Thailand,usovix,1-0,Scandinavian Defense,B01,1415,1424,300+0,Time forfeit,109.0,3.0,1.0,0.0,White,0.3680203045685278,0.3712835387962291,-0.6299319606635199,-0.6068514986667889,1.0,300.0,Correct,148
Bullet,2024.08.01,Leocasblan3005,Kpss24,0-1,Reversed French,A40,1818,1840,60+0,Normal,97.0,3.0,1.0,0.0,Black,0.514140681653372,0.5221174764321972,0.3988594804241537,0.4543426900943075,0.0,60.0,Correct,149
Bullet,2024.08.01,Renato_Gayosso,afreitascampos,0-1,Catalan Formation,A00,1748,1737,60+0,Time forfeit,100.0,3.0,1.0,0.0,Black,0.4887599709934735,0.4847715736040608,0.2201612152228208,0.1915950904731706,0.0,60.0,Correct,150
Bullet,2024.08.01,Kaara_619,pmlmail,1-0,Paulsen Attack,C42,2561,2551,60+0,Time forfeit,85.0,4.0,0.0,0.0,White,0.7835387962291516,0.7799129804205946,2.2956139239183013,2.2680664117508926,1.0,60.0,Correct,151
Rapid,2024.08.01,seillier,kevwan00,1-0,Chigorin Variation,D02,1246,1287,600+0,Normal,126.0,3.0,1.0,0.0,White,0.3067440174039159,0.3216098622189993,-1.0613606295067377,-0.9563313156385922,1.0,600.0,Correct,152
Rapid,2024.08.01,nev333r,KidCat14,0-1,Indian Defense,A45,1635,1849,600+0,Normal,98.0,2.0,1.0,1.0,Black,0.4477882523567803,0.5253807106598984,-0.0683088414593308,0.4773012182165427,0.0,600.0,Correct,153
Bullet,2024.08.01,Elgranate1243,liufi,1/2-1/2,"Exchange Variation, Positional Variation",D35,2048,2046,60+0,Time forfeit,107.0,3.0,1.0,0.0,Draw,0.5975344452501813,0.59680928208847,0.9860109232285332,0.9798378893365812,0.5,60.0,Correct,154
Blitz,2024.08.01,lmunduruca,Talesmvr,1-0,Borg Defense,B00,1213,1150,300+0,Time forfeit,114.0,2.0,0.0,0.0,White,0.294778825235678,0.2719361856417694,-1.145604097387366,-1.3058111326103956,1.0,300.0,Correct,155
Blitz,2024.08.01,jmholle,JoaoAlves29,1-0,Accelerated London System,D00,1452,1459,300+0,Normal,72.0,4.0,0.0,0.0,White,0.3814358230601885,0.3839738941261783,-0.5354771633428154,-0.5175683337469851,1.0,300.0,Correct,156
Blitz,2024.08.01,Tito12345,jkscw,1-0,Van't Kruijs Opening,A00,1131,1002,300+0,Time forfeit,104.0,4.0,0.0,0.0,White,0.2650471356055113,0.2182741116751269,-1.3549363509089274,-1.6833513728427087,1.0,300.0,Correct,157
Blitz,2024.08.01,charis0207,turkin-imf,1-0,Giuoco Pianissimo,C50,1350,1348,300+3,Normal,123.0,2.0,2.0,0.0,White,0.3444525018129079,0.3437273386511965,-0.7958660640647575,-0.8007235139212199,1.0,300.0,Correct,158
Blitz,2024.08.01,Antonio_Cavalcante,fOtOrama,1/2-1/2,"Exchange Variation, Keres Variation",C68,1417,1408,300+3,Normal,120.0,1.0,2.0,0.0,Draw,0.3687454677302393,0.365482233502538,-0.6248262959434817,-0.6476666597729849,0.5,300.0,Correct,159
Blitz,2024.08.01,fatihsafvan,NandoEpitome,0-1,"Delayed Alapin Variation, with d6",B50,1621,1569,300+3,Normal,168.0,0.0,1.0,1.0,Black,0.4427121102248006,0.4238578680203045,-0.1040484944995973,-0.2369641011418874,0.0,300.0,Correct,160
Blitz,2024.08.01,Avicena77,dertomic,1/2-1/2,Vienna Game,C25,1313,1302,300+3,Normal,119.0,2.0,2.0,0.0,Draw,0.3310369833212473,0.3270485859318347,-0.8903208613854621,-0.9180671021015334,0.5,300.0,Correct,161
Blitz,2024.08.01,General_Hierro,nanomanya,1/2-1/2,Alapin Variation,B22,1827,1873,180+0,Normal,79.0,2.0,0.0,0.0,Draw,0.5174039158810733,0.5340826686004351,0.421834971664325,0.5385239598758368,0.5,180.0,Correct,162
Bullet,2024.08.01,clevertonsouza,r2k1985,1/2-1/2,Anglo-Indian Defense,A15,2361,2426,60+0,Normal,94.0,1.0,0.0,0.0,Draw,0.711022480058013,0.734590282813633,1.785047451914493,1.9491979656087364,0.5,60.0,Correct,163
Bullet,2024.08.01,duczero90,Mouniel,1-0,Modern Variation,A01,2026,2010,60+0,Time forfeit,83.0,2.0,1.0,1.0,White,0.589557650471356,0.583756345177665,0.9298486113081142,0.8880037768476401,1.0,60.0,Correct,164
Blitz,2024.08.01,Nosfera,Scarsh,1/2-1/2,Queen's Knight Variation,A85,1813,1820,300+0,Normal,115.0,3.0,0.0,1.0,Draw,0.5123277737490936,0.5148658448150834,0.3860953186240585,0.4033237387115624,0.5,300.0,Correct,165
Blitz,2024.08.01,waren_sucio,elhas,1/2-1/2,Anti-Fried Liver Defense,C50,1920,1914,300+0,Normal,98.0,2.0,0.0,0.0,Draw,0.5511240029006527,0.5489485134155185,0.6592483811460959,0.6431128102104641,0.5,300.0,Correct,166
Blitz,2024.08.01,Nasdaq100,Profesordeajedrezrd,1-0,Spielmann-Indian,A46,2337,2354,180+0,Time forfeit,129.0,4.0,0.0,0.0,White,0.7023205221174764,0.7084844089920233,1.723779475274036,1.7655297406308543,1.0,180.0,Correct,167
Bullet,2024.08.01,indrani_paul,secondchance227,0-1,Scandinavian Defense,B01,2059,2092,60+0,Time forfeit,124.0,4.0,0.0,0.0,Black,0.6015228426395939,0.6134880348078318,1.014092079188743,1.0971814775168949,0.0,60.0,Correct,168
Bullet,2024.08.01,Chessforrealpurists,Ragnar_Lothbrok85,1-0,Antal Defense,B00,2682,2667,60+0,Normal,92.0,3.0,1.0,0.0,White,0.8274111675126904,0.821972443799855,2.604506639480605,2.563976329770814,1.0,60.0,Correct,169
Bullet,2024.08.01,ammstun,Itzanewme,1/2-1/2,English Defense,A40,1553,1524,60+0,Time forfeit,70.0,3.0,1.0,0.0,Draw,0.4180565627266135,0.4075416968817984,-0.2776410949808922,-0.3517567417530637,0.5,60.0,Correct,170
Bullet,2024.08.01,DB1971,jhonatanpro,0-1,Advance Variation,C02,2333,2297,60+0,Time forfeit,95.0,3.0,0.0,0.0,Black,0.7008701957940536,0.6878172588832487,1.7135681458339598,1.620125729190031,0.0,60.0,Correct,171
Blitz,2024.08.01,eatik2016,J3-1,1-0,Knight Variation,C00,1771,1805,180+0,Normal,84.0,4.0,0.0,0.0,White,0.4970993473531544,0.509427121102248,0.2788763595032588,0.3650595251745037,1.0,180.0,Correct,172
Bullet,2024.08.01,brunoguiselli,ninjaong,0-1,Modern Defense,B06,1788,1856,60+0,Time forfeit,96.0,3.0,0.0,0.0,Black,0.5032632342277013,0.5279187817258884,0.3222745096235824,0.4951578512005035,0.0,60.0,Correct,173
Blitz,2024.08.01,schooner15,daikelomanos,0-1,Zukertort Variation,D02,1450,1442,300+3,Normal,112.0,2.0,1.0,1.0,Black,0.3807106598984772,0.3778100072516316,-0.5405828280628534,-0.5609344424223184,0.0,300.0,Correct,174
Blitz,2024.08.01,ryunchirei,Jaazielmendez174_ewf,1/2-1/2,Damiano Variation,C42,638,481,300+3,Normal,96.0,3.0,0.0,1.0,Draw,0.0862944162436548,0.0293691080493111,-2.613482704398314,-3.0123950563632165,0.5,300.0,Correct,175
Bullet,2024.08.01,gamanest,GravityPlay,1-0,Valencian Variation,B01,2088,2152,60+0,Normal,75.0,1.0,1.0,0.0,White,0.612037708484409,0.6352429296591733,1.088124217629295,1.2502383316651298,1.0,60.0,Correct,176
Rapid,2024.08.01,Diouf,PauloUG,1/2-1/2,Wayward Queen Attack,C20,1065,1074,600+0,Time forfeit,114.0,2.0,2.0,0.0,Draw,0.2411167512690355,0.2443799854967367,-1.5234232866701842,-1.4996831478648267,0.5,600.0,Correct,177
Blitz,2024.08.01,paokaras4,Pedro610,1-0,"Delayed Alapin Variation, with e6",B40,2030,1960,300+0,Normal,96.0,3.0,0.0,0.0,White,0.5910079767947788,0.5656272661348803,0.9400599407481904,0.7604563983907776,1.0,300.0,Correct,178
Blitz,2024.08.01,bbwolfe744,GioScro,0-1,Horwitz Defense,A40,1788,1762,300+0,Time forfeit,126.0,2.0,2.0,0.0,Black,0.5032632342277013,0.4938361131254531,0.3222745096235824,0.2553687797016019,0.0,300.0,Correct,179
Bullet,2024.08.01,tender13,Woestmakend,1-0,Caro-Kann Defense,B12,2473,2473,60+0,Time forfeit,111.0,3.0,1.0,0.0,White,0.7516316171138506,0.7516316171138506,2.0709646762366254,2.069092501358188,1.0,60.0,Correct,180
Blitz,2024.08.01,tango64,AlketBushi,1/2-1/2,King's Indian Attack,A07,2207,2075,300+0,Time forfeit,121.0,3.0,1.0,0.0,Draw,0.6551849166062365,0.607324147933285,1.3919112684715609,1.0538153688415617,0.5,300.0,Correct,181
Blitz,2024.08.01,hari2023,emleml56,1/2-1/2,Anti-Fried Liver Defense,C50,1421,1431,300+0,Normal,94.0,2.0,2.0,0.0,Draw,0.3701957940536621,0.373821609862219,-0.6146149665034056,-0.5889948656828281,0.5,300.0,Correct,182
Blitz,2024.08.01,chiquito48,TokoSakurai,1-0,Advance Variation,C02,1798,1819,300+0,Normal,84.0,4.0,0.0,0.0,White,0.5068890500362582,0.5145032632342277,0.3478028332237728,0.4007727911424252,1.0,300.0,Correct,183
Blitz,2024.08.01,jahbley,ChessDream2300,1/2-1/2,Chigorin Variation,D02,1860,1929,180+0,Normal,94.0,2.0,0.0,0.0,Draw,0.5293691080493111,0.5543872371283539,0.5060784395449535,0.6813770237475228,0.5,180.0,Correct,184
Bullet,2024.08.01,Mangani_Schmidt,DTFL,0-1,Anglo-Scandinavian Defense,A10,1876,1867,60+0,Time forfeit,75.0,1.0,2.0,0.0,Black,0.5351704133430022,0.5319071791153009,0.5469237573052581,0.5232182744610132,0.0,60.0,Correct,185
Rapid,2024.08.01,Fabiolabeni,yankrasny,0-1,Dutch Defense,A80,1420,1452,600+0,Normal,95.0,2.0,2.0,0.0,Black,0.3698332124728064,0.3814358230601885,-0.6171677988634247,-0.5354249667309459,0.0,600.0,Correct,186
Rapid,2024.08.01,Nonacs19Obgayuc900,mahmoudmoshtaghi,1/2-1/2,Bowdler Attack,B20,1733,1714,600+0,Normal,108.0,3.0,0.0,0.0,Draw,0.4833212472806382,0.47643219724438,0.1818687298225352,0.1329232963830139,0.5,600.0,Correct,187
Blitz,2024.08.01,Nilaanujan,aly0102,1-0,"Giuoco Pianissimo, Canal Variation",C50,1531,1909,300+3,Normal,105.0,3.0,1.0,0.0,White,0.4100797679477882,0.5471356055112401,-0.333803406901311,0.6303580723647778,1.0,300.0,Correct,188
Bullet,2024.08.01,K166,Gesandter,1/2-1/2,"Kennedy Variation, Riemann Defense",B00,2081,2012,60+0,Time forfeit,96.0,3.0,0.0,0.0,Draw,0.6094996374184192,0.5844815083393764,1.0702543911091615,0.8931056719859146,0.5,60.0,Correct,189
Bullet,2024.08.01,SultansawaB,BeastGodNate,0-1,Najdorf Variation,B95,2238,2244,60+0,Time forfeit,76.0,2.0,0.0,0.0,Black,0.6664249456127629,0.668600435097897,1.471049071632151,1.4849255080257568,0.0,60.0,Correct,190
Blitz,2024.08.01,LucasUAlt,ItsNotMate,0-1,Mengarini Variation,C26,1178,1156,180+2,Normal,91.0,2.0,1.0,0.0,Black,0.2820884699057288,0.2741116751269036,-1.2349532299880326,-1.290505447195572,0.0,180.0,Correct,191
Blitz,2024.08.01,donald987654321,kartofelvmundire,1-0,Owen Defense,B00,1969,1972,180+0,Normal,91.0,2.0,1.0,1.0,White,0.5688905003625816,0.5699782451051486,0.7843371667870289,0.7910677692204245,1.0,180.0,Correct,192
Blitz,2024.08.01,nigelmsipa1,djembla,1/2-1/2,Modern Defense,B06,1431,1402,180+0,Time forfeit,117.0,4.0,0.0,0.0,Draw,0.373821609862219,0.3633067440174039,-0.5890866429032152,-0.6629723451878083,0.5,180.0,Correct,193
Blitz,2024.08.01,CAMPOE,Estebanexe,1-0,"Classical Variation, Giuoco Pianissimo, with d6",C54,2099,1683,240+2,Normal,90.0,4.0,0.0,0.0,White,0.6160261058738216,0.4651921682378535,1.116205373589504,0.0538439217397591,1.0,240.0,Correct,194
Blitz,2024.08.01,salzamt,Galuccis,1-0,"Classical Attack, Marshall Variation",C42,1759,1765,180+2,Normal,91.0,3.0,1.0,0.0,White,0.4927483683828861,0.4949238578680203,0.2482423711830302,0.2630216224090136,1.0,180.0,Correct,195
Bullet,2024.08.01,Capablanstein,humanbeing1,0-1,Three Knights Variation,D15,1810,1886,120+1,Time forfeit,86.0,1.0,2.0,0.0,Black,0.5112400290065264,0.5387962291515591,0.3784368215440014,0.571686278274621,0.0,120.0,Correct,196
Blitz,2024.08.01,Ardernt,xescoli,1-0,Queen's Pawn Game,D00,2194,2249,180+0,Time forfeit,88.0,4.0,0.0,0.0,White,0.6504713560551124,0.6704133430021755,1.3587244477913132,1.497680245871443,1.0,180.0,Correct,197
Blitz,2024.08.01,xipho,brianb1287,0-1,Symmetrical Variation,A30,1578,1569,180+0,Time forfeit,102.0,1.0,2.0,0.0,Black,0.4271211022480058,0.4238578680203045,-0.2138202859804161,-0.2369641011418874,0.0,180.0,Correct,198
Blitz,2024.08.01,ComeOnFreddy,Legioner_chess_99,0-1,Caro-Kann Defense,B10,1416,1570,300+0,Time forfeit,113.0,3.0,0.0,0.0,Black,0.3683828861493836,0.4242204496011602,-0.6273791283035008,-0.2344131535727502,0.0,300.0,Correct,199
Blitz,2024.08.01,steff2yakro2,willarrios,0-1,Open,B32,1800,1788,180+0,Normal,72.0,4.0,0.0,0.0,Black,0.5076142131979695,0.5032632342277013,0.3529084979438109,0.3216934164991704,0.0,180.0,Correct,200
Blitz,2024.08.01,babaBenjamin,Chaos_NIKE,1-0,Modern Variation,B01,1548,1599,300+0,Normal,106.0,4.0,0.0,0.0,White,0.416243654822335,0.4347353154459753,-0.2904052567809874,-0.1604356740677699,1.0,300.0,Correct,201
Blitz,2024.08.01,sergey4684,Kiepski1,0-1,Exchange Variation,C01,1929,1965,300+0,Normal,112.0,4.0,0.0,0.0,Black,0.5543872371283539,0.5674401740391588,0.6822238723862672,0.7732111362364639,0.0,300.0,Correct,202
Rapid,2024.08.01,XXX_1996,chetan1a,1/2-1/2,Elephant Gambit,C40,1498,1374,600+0,Normal,125.0,3.0,0.0,0.0,Draw,0.3981145757795503,0.3531544597534445,-0.4180468747819394,-0.7343988771236514,0.5,600.0,Correct,203
Blitz,2024.08.01,Alekheenback,marouanechec,0-1,Robatsch Defense,A41,2335,2131,180+0,Time forfeit,104.0,4.0,0.0,0.0,Black,0.7015953589557651,0.6276287164612038,1.7186738105539978,1.1966684327132475,0.0,180.0,Correct,204
Blitz,2024.08.01,mokhtarznaidi2003,Ayarof,1-0,Two Knights Variation,C00,2324,1663,180+0,Time forfeit,102.0,1.0,1.0,2.0,White,0.6976069615663524,0.4579405366207396,1.6905926545937884,0.002824970357014,1.0,180.0,Correct,205
Bullet,2024.08.01,Tinquito123XD,bejocaspe,0-1,Caro-Kann Defense,B10,1797,2166,120+0,Time forfeit,92.0,2.0,2.0,0.0,Black,0.5065264684554025,0.640319071791153,0.3452500008637538,1.2859515976330511,0.0,120.0,Correct,206
Rapid,2024.08.01,booool,KozzySly,1-0,Dutch Defense,A80,1666,1624,600+0,Normal,107.0,3.0,1.0,0.0,White,0.4590282813633067,0.4437998549673676,0.0108289617012594,-0.0966619848393386,1.0,600.0,Correct,207
Blitz,2024.08.01,HandsomeHarry1982,JEMEV,0-1,Indian Defense,A45,1031,1003,180+2,Normal,88.0,2.0,1.0,0.0,Black,0.228788977519942,0.2186366932559826,-1.6102195869108316,-1.6808004252735715,0.0,180.0,Correct,208
